MATCH_0: 	First Half starts.
MATCH_17: 75'	Substitution - PSV Eindhoven. Ricardo Pepi for Hirving Lozano.
MATCH_17: 75'	Fouled by Marius Wolf - Borussia Dortmund
MATCH_17: 75'	Sergiño Dest - PSV Eindhoven - won a free kick in defence.
MATCH_17: 75'	New attacking attempt. Johan Bakayoko - PSV Eindhoven - shot with left foot from the right side of the box is saved by goalkeeper in the centre of the goal. Assist - Luuk de Jong with a head.
MATCH_17: 76'	Fouled by Jerdy Schouten - PSV Eindhoven
MATCH_17: 76'	Niclas Füllkrug - Borussia Dortmund - won a free kick in defence.
MATCH_17: 77'	Donyell Malen - Borussia Dortmund - won a free kick on the left wing.
MATCH_17: 77'	Fouled by Jordan Teze - PSV Eindhoven
MATCH_17: 80'	Emre Can - Borussia Dortmund - won a free kick in defence.
MATCH_17: 80'	Fouled by Ismael Saibari - PSV Eindhoven
MATCH_17: 81'	New attacking attempt. Sergiño Dest - PSV Eindhoven - shot with right foot from the left side of the box is saved in the top centre of the goal. Assist - Ricardo Pepi.
MATCH_17: 82'	Substitution - Borussia Dortmund. Salih Özcan for Donyell Malen.
MATCH_17: 82'	Substitution - Borussia Dortmund. Youssoufa Moukoko for Niclas Füllkrug.
MATCH_17: 82'	Delay in match - injury Ismael Saibari - PSV Eindhoven
MATCH_17: 83'	Substitution - PSV Eindhoven. Mauro Júnior for Ismael Saibari - injury.
MATCH_17: 83'	Delay over. They are ready to continue.
MATCH_17: 84'	Hand ball by Luuk de Jong - PSV Eindhoven
MATCH_17: 89'	Delay in match - injury Olivier Boscagli - PSV Eindhoven
MATCH_17: 90'	Substitution - PSV Eindhoven. Armando Obispo for Olivier Boscagli - injury.
MATCH_17: 90'	Delay over. They are ready to continue.
MATCH_17: 90+2'	Fouled by Marcel Sabitzer - Borussia Dortmund
MATCH_17: 90+2'	Sergiño Dest - PSV Eindhoven - won a free kick in defence.
MATCH_17: 90+3'	Missed chance. Joey Veerman - PSV Eindhoven - shot with right foot from outside the box goes high.
MATCH_17: 90+4'	Fouled by Emre Can - Borussia Dortmund
MATCH_17: 90+4'	Malik Tillman - PSV Eindhoven - won a free kick in defence.
MATCH_17: 90+7'	Second Half ended - PSV Eindhoven 1, Borussia Dortmund 1.
MATCH_17: 	Thats all. Game finished - PSV Eindhoven 1, Borussia Dortmund 1.
MATCH_18: 	First Half starts.
MATCH_18: 3'	Hand ball by Rodrigo De Paul - Atletico Madrid
MATCH_18: 3'	Missed chance. Marcus Thuram - Inter Milan - shot with the head from the right side of the box missed. Assist - Alessandro Bastoni with a cross .
MATCH_18: 5'	Fouled by Alessandro Bastoni - Inter Milan
MATCH_18: 5'	Marcos Llorente - Atletico Madrid - won a free kick in attack.
MATCH_18: 5'	Fouled by Axel Witsel - Atletico Madrid
MATCH_18: 5'	Lautaro Martínez - Inter Milan - won a free kick in defence.
MATCH_18: 9'	Missed chance. Hakan Çalhanoglu - Inter Milan - shot with right foot from outside the box missed to the left.
MATCH_18: 12'	Missed chance. Samuel Lino - Atletico Madrid - shot with right foot from the left side of the box is close, but missed. Assist - Koke.
MATCH_18: 13'	Shot blocked. Lautaro Martínez - Inter Milan - shot with right foot from the right side of the box is blocked.
MATCH_18: 17'	Dangerous play by Henrikh Mkhitaryan - Inter Milan
MATCH_18: 17'	Marcos Llorente - Atletico Madrid - won a free kick in defence.
MATCH_18: 19'	Missed chance. Mario Hermoso - Atletico Madrid - shot with right foot from outside the box missed. Assist - Marcos Llorente.
MATCH_18: 24'	Fouled by Alessandro Bastoni - Inter Milan
MATCH_18: 24'	Nahuel Molina - Atletico Madrid - won a free kick on the right wing.
MATCH_18: 25'	Fouled by Rodrigo De Paul - Atletico Madrid
MATCH_18: 25'	Nicolò Barella - Inter Milan - won a free kick in defence.
MATCH_18: 26'	Missed chance. Alessandro Bastoni - Inter Milan - shot with left foot from outside the box missed to the left.
MATCH_18: 32'	Missed chance. Lautaro Martínez - Inter Milan - shot with right foot from outside the box is high and wide to the right. Assist - Marcus Thuram with a head.
MATCH_18: 34'	Antoine Griezmann - Atletico Madrid - won a free kick in defence.
MATCH_18: 34'	Fouled by Benjamin Pavard - Inter Milan
MATCH_18: 36'	Fouled by Saúl Ñíguez - Atletico Madrid
MATCH_18: 36'	Henrikh Mkhitaryan - Inter Milan - won a free kick in defence.
MATCH_18: 37'	New attacking attempt. Lautaro Martínez - Inter Milan - shot with the head from the centre of the box is saved by goalkeeper in the centre of the goal. Assist - Nicolò Barella with a cross.
MATCH_18: 38'	Fouled by Marcus Thuram - Inter Milan
MATCH_18: 38'	José Giménez - Atletico Madrid - won a free kick in attack.
MATCH_18: 38'	Shot blocked. Lautaro Martínez - Inter Milan - shot with right foot from the centre of the box is blocked. Assist - Marcus Thuram.
MATCH_18: 38'	Corner - Inter Milan. Conceded by José Giménez.
MATCH_18: 40'	Fouled by Antoine Griezmann - Atletico Madrid
MATCH_18: 40'	Henrikh Mkhitaryan - Inter Milan - won a free kick in attack.
MATCH_18: 41'	Hand ball by Hakan Çalhanoglu - Inter Milan
MATCH_18: 43'	New attacking attempt. Marcus Thuram - Inter Milan - shot with right foot from outside the box is saved by goalkeeper in the centre of the goal. Assist - Nicolò Barella.
MATCH_18: 44'	Delay in match - injury Marcus Thuram - Inter Milan
MATCH_18: 45'	Delay over. They are ready to continue.
MATCH_18: 45+1'	First Half ended - Inter Milan 0, Atletico Madrid 0.
MATCH_18: 45'	Second Half starts Inter Milan 0, Atletico Madrid 0.
MATCH_18: 45'	Substitution - Atletico Madrid. Stefan Savic for José Giménez - injury.
MATCH_18: 45'	Substitution - Inter Milan. Marko Arnautovic for Marcus Thuram - injury.
MATCH_18: 47'	Shot blocked. Lautaro Martínez - Inter Milan - shot with right foot from a diffucult position on the right is blocked. Assist - Nicolò Barella.
MATCH_18: 47'	Corner - Inter Milan. Conceded by Axel Witsel.
MATCH_18: 48'	Fouled by Benjamin Pavard - Inter Milan
MATCH_18: 48'	Jan Oblak - Atletico Madrid - won a free kick in defence.
MATCH_18: 49'	Missed chance. Marko Arnautovic - Inter Milan - shot with right foot from the centre of the box is close, but misses the top right corner. Assist - Federico Dimarco with a cross.
MATCH_18: 49'	Fouled by Koke - Atletico Madrid
MATCH_18: 49'	Lautaro Martínez - Inter Milan - won a free kick in attack.
MATCH_18: 52'	Missed chance. Marko Arnautovic - Inter Milan - shot with the head from the centre of the box missed to the left. Assist - Nicolò Barella.
MATCH_18: 53'	Mario Hermoso - Atletico Madrid - receive yellow card for a foul.
MATCH_18: 54'	Delay in match - injury Nicolò Barella - Inter Milan
MATCH_18: 54'	Substitution - Atletico Madrid. Álvaro Morata for Saúl Ñíguez.
MATCH_18: 55'	Delay over. They are ready to continue.
MATCH_18: 56'	Missed chance. Samuel Lino - Atletico Madrid - shot with right foot from the centre of the box is close, but missed to the left. Assist - Rodrigo De Paul.
MATCH_18: 57'	Corner - Atletico Madrid. Conceded by Stefan de Vrij.
MATCH_18: 58'	Delay in match - injury Yann Sommer - Inter Milan
MATCH_18: 58'	Delay over. They are ready to continue.
MATCH_18: 59'	Fouled by Stefan Savic - Atletico Madrid
MATCH_18: 59'	Henrikh Mkhitaryan - Inter Milan - won a free kick on the right wing.
MATCH_18: 60'	Missed chance. Koke - Atletico Madrid - shot with right foot from outside the box is high and wide to the right. Assist - Antoine Griezmann.
MATCH_18: 60'	Fouled by Axel Witsel - Atletico Madrid
MATCH_18: 60'	Marko Arnautovic - Inter Milan - won a free kick on the right wing.
MATCH_18: 61'	Fouled by Stefan Savic - Atletico Madrid
MATCH_18: 61'	Lautaro Martínez - Inter Milan - won a free kick in attack.
MATCH_18: 63'	Missed chance. Marko Arnautovic - Inter Milan - shot with right foot from the centre of the box is very close to the goal.
MATCH_18: 63'	Delay in match - injury Axel Witsel - Atletico Madrid
MATCH_18: 65'	Delay over. They are ready to continue.
MATCH_18: 67'	Antoine Griezmann - Atletico Madrid - won a free kick on the right wing.
MATCH_18: 67'	Fouled by Henrikh Mkhitaryan - Inter Milan
MATCH_18: 68'	Marko Arnautovic - Inter Milan - won a free kick in defence.
MATCH_18: 68'	Álvaro Morata - Atletico Madrid
MATCH_18: 68'	Substitution - Atletico Madrid. Reinildo for Mario Hermoso.
MATCH_18: 68'	Substitution - Atletico Madrid. Pablo Barrios for Nahuel Molina.
MATCH_18: 69'	Alessandro Bastoni - Inter Milan - won a free kick in defence.
MATCH_18: 69'	Fouled by Antoine Griezmann - Atletico Madrid
MATCH_18: 69'	Substitution - Inter Milan. Denzel Dumfries for Matteo Darmian.
MATCH_18: 69'	Substitution - Inter Milan. Carlos Augusto for Federico Dimarco.
MATCH_18: 72'	Fouled by Stefan Savic - Atletico Madrid
MATCH_18: 72'	Lautaro Martínez - Inter Milan - won a free kick in defence.
MATCH_18: 72'	Substitution - Inter Milan. Davide Frattesi for Henrikh Mkhitaryan.
MATCH_18: 73'	Shot blocked. Denzel Dumfries - Inter Milan - shot with left foot from outside the box is blocked. Assist - Hakan Çalhanoglu.
MATCH_18: 76'	Shot blocked. Hakan Çalhanoglu - Inter Milan - shot with right foot from outside the box is blocked.
MATCH_18: 77'	New attacking attempt. Lautaro Martínez - Inter Milan - shot with the head from the centre of the box is saved by goalkeeper in the centre of the goal. Assist - Hakan Çalhanoglu with a cross.
MATCH_18: 78'	Substitution - Atletico Madrid. Ángel Correa for Antoine Griezmann - injury.
MATCH_18: 79'	New attacking attempt. Lautaro Martínez - Inter Milan - shot with right foot from the centre of the box is saved by goalkeeper in the centre of the goal. Assist - Davide Frattesi.
MATCH_18: 79'	Goal! Inter Milan 1, Atletico Madrid 0. Marko Arnautovic - Inter Milan - shot with left foot from a diffucult position on the left to the left corner.
MATCH_18: 81'	Missed chance. Samuel Lino - Atletico Madrid - shot with right foot from outside the box is close, but missed to the left. Assist - Rodrigo De Paul.
MATCH_18: 82'	Fouled by Stefan Savic - Atletico Madrid
MATCH_18: 82'	Lautaro Martínez - Inter Milan - won a free kick in defence.
MATCH_18: 82'	Stefan Savic - Atletico Madrid - receive yellow card.
MATCH_18: 84'	Shot blocked. Denzel Dumfries - Inter Milan - shot with right foot from the centre of the box is blocked. Assist - Davide Frattesi.
MATCH_18: 84'	Benjamin Pavard - Inter Milan - won a free kick in defence.
MATCH_18: 84'	Fouled by Álvaro Morata - Atletico Madrid
MATCH_18: 84'	Álvaro Morata - Atletico Madrid - receive yellow card for a foul.
MATCH_18: 86'	Fouled by Davide Frattesi - Inter Milan
MATCH_18: 86'	Samuel Lino - Atletico Madrid - won a free kick in defence.
MATCH_18: 86'	Davide Frattesi - Inter Milan - receive yellow card for a foul.
MATCH_18: 87'	Corner - Atletico Madrid. Conceded by Denzel Dumfries.
MATCH_18: 88'	Missed chance. Álvaro Morata - Atletico Madrid - shot with the head from the centre of the box is close, but missed. Assist - Ángel Correa with a cross.
MATCH_18: 88'	Substitution - Inter Milan. Alexis Sánchez for Lautaro Martínez.
MATCH_18: 90'	Shot blocked. Álvaro Morata - Atletico Madrid - shot with right foot from the centre of the box is blocked. Assist - Rodrigo De Paul.
MATCH_18: 90+1'	Corner - Inter Milan. Conceded by Reinildo.
MATCH_18: 90+2'	Shot blocked. Davide Frattesi - Inter Milan - shot with right foot from the right side of the six yard box is blocked. Assist - Hakan Çalhanoglu with a cross.
MATCH_18: 90+2'	Davide Frattesi - Inter Milan - won a free kick on the right wing.
MATCH_18: 90+2'	Fouled by Pablo Barrios - Atletico Madrid
MATCH_18: 90+2'	Koke - Atletico Madrid - receive yellow card.
MATCH_18: 90+3'	Alexis Sánchez - Inter Milan - won a free kick in defence.
MATCH_18: 90+3'	Fouled by Ángel Correa - Atletico Madrid
MATCH_18: 90+4'	Fouled by Carlos Augusto - Inter Milan
MATCH_18: 90+4'	Ángel Correa - Atletico Madrid - won a free kick in defence.
MATCH_18: 90+4'	Carlos Augusto - Inter Milan - receive yellow card for a foul.
MATCH_18: 90+5'	Second Half ended - Inter Milan 1, Atletico Madrid 0.
MATCH_18: 	Thats all. Game finished - Inter Milan 1, Atletico Madrid 0.
MATCH_19: 	First Half starts.
MATCH_19: 2'	Fouled by Declan Rice - Arsenal
MATCH_19: 2'	Galeno - FC Porto - won a free kick on the left wing.
MATCH_19: 2'	Declan Rice - Arsenal - receive yellow card for a foul.
MATCH_19: 4'	Fouled by Gabriel Martinelli - Arsenal
MATCH_19: 4'	Pepê Aquino - FC Porto - won a free kick in defence.
MATCH_19: 9'	Ben White - Arsenal - won a free kick in defence.
MATCH_19: 9'	Fouled by Nico González - FC Porto
MATCH_19: 10'	Fouled by Gabriel Martinelli - Arsenal
MATCH_19: 10'	Francisco Conceição - FC Porto - won a free kick on the right wing.
MATCH_19: 11'	Fouled by Bukayo Saka - Arsenal
MATCH_19: 11'	Wendell - FC Porto - won a free kick in defence.
MATCH_19: 13'	Declan Rice - Arsenal - won a free kick in attack.
MATCH_19: 13'	Fouled by Evanilson - FC Porto
MATCH_19: 16'	Fouled by Pepe - FC Porto
MATCH_19: 16'	Martin Ødegaard - Arsenal - won a free kick in attack.
MATCH_19: 17'	Fouled by Ben White - Arsenal
MATCH_19: 17'	Pepe - FC Porto - won a free kick in defence.
MATCH_19: 19'	Fouled by Declan Rice - Arsenal
MATCH_19: 19'	Nico González - FC Porto - won a free kick in defence.
MATCH_19: 21'	Shot blocked. Pepê Aquino - FC Porto - shot with right foot from the right side of the six yard box is blocked. Assist - Francisco Conceição with a cross.
MATCH_19: 21'	Galeno - FC Porto - hits the left post with a shot with right foot from the centre of the box.
MATCH_19: 21'	Missed chance. Galeno - FC Porto - shot with right foot from few metres is close, but missed.
MATCH_19: 23'	Fouled by Ben White - Arsenal
MATCH_19: 23'	Galeno - FC Porto - won a free kick in defence.
MATCH_19: 23'	Fouled by Gabriel Magalhães - Arsenal
MATCH_19: 23'	Pepê Aquino - FC Porto - won a free kick in defence.
MATCH_19: 24'	Fouled by Wendell - FC Porto
MATCH_19: 24'	Martin Ødegaard - Arsenal - won a free kick in defence.
MATCH_19: 25'	Fouled by Francisco Conceição - FC Porto
MATCH_19: 25'	Gabriel Magalhães - Arsenal - won a free kick in defence.
MATCH_19: 25'	Bukayo Saka - Arsenal - won a free kick on the right wing.
MATCH_19: 25'	Fouled by Wendell - FC Porto
MATCH_19: 26'	Corner - Arsenal. Conceded by Alan Varela.
MATCH_19: 30'	Fouled by Pepê Aquino - FC Porto
MATCH_19: 30'	Leandro Trossard - Arsenal - won a free kick in defence.
MATCH_19: 33'	Missed chance. Leandro Trossard - Arsenal - shot with left foot from the left side of the box is high and wide to the left. Assist - Kai Havertz.
MATCH_19: 34'	Corner - Arsenal. Conceded by Wendell.
MATCH_19: 35'	Missed chance. William Saliba - Arsenal - header inside of six yard box - left side missed to the left. Assist - Bukayo Saka with a cross after corner.
MATCH_19: 36'	Alan Varela - FC Porto - won a free kick in attack.
MATCH_19: 36'	Fouled by Gabriel Martinelli - Arsenal
MATCH_19: 38'	Missed chance. Nico González - FC Porto - shot with right foot from outside the box is high and wide to the right.
MATCH_19: 39'	Evanilson - FC Porto - won a free kick in defence.
MATCH_19: 39'	Fouled by William Saliba - Arsenal
MATCH_19: 40'	New attacking attempt. Evanilson - FC Porto - shot with right foot from the right side of the box is saved by goalkeeper in the centre of the goal. Assist - Pepê Aquino.
MATCH_19: 40'	Fouled by Francisco Conceição - FC Porto
MATCH_19: 40'	Kai Havertz - Arsenal - won a free kick in defence.
MATCH_19: 41'	Fouled by Evanilson - FC Porto
MATCH_19: 41'	Martin Ødegaard - Arsenal - won a free kick in defence.
MATCH_19: 41'	Corner - Arsenal. Conceded by Wendell.
MATCH_19: 42'	Corner - Arsenal. Conceded by João Mário.
MATCH_19: 44'	Evanilson - FC Porto - won a free kick in defence.
MATCH_19: 44'	Fouled by Bukayo Saka - Arsenal
MATCH_19: 45'	Shot blocked. Bukayo Saka - Arsenal - shot with left foot from outside the box is blocked. Assist - Leandro Trossard.
MATCH_19: 45'	Corner - Arsenal. Conceded by Wendell.
MATCH_19: 45+1'	Missed chance. Kai Havertz - Arsenal - header inside of six yard box - left side is close, but missed to the left. Assist - Bukayo Saka with a cross after corner.
MATCH_19: 45+2'	First Half ended - FC Porto 0, Arsenal 0.
MATCH_19: 45'	Second Half starts FC Porto 0, Arsenal 0.
MATCH_19: 48'	Fouled by Jakub Kiwior - Arsenal
MATCH_19: 48'	Francisco Conceição - FC Porto - won a free kick on the right wing.
MATCH_19: 49'	Declan Rice - Arsenal - won a free kick on the left wing.
MATCH_19: 49'	Fouled by Evanilson - FC Porto
MATCH_19: 52'	Fouled by Francisco Conceição - FC Porto
MATCH_19: 52'	Gabriel Martinelli - Arsenal - won a free kick on the left wing.
MATCH_19: 52'	Francisco Conceição - FC Porto - receive yellow card for a foul.
MATCH_19: 53'	Shot blocked. Martin Ødegaard - Arsenal - shot with left foot from outside the box is blocked.
